Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
HPG,0.1326983273712047,0.19405312378516265,0.029355094990749172,0.36427781619418537,0.9978125929066176,0.44863731656184486,0.5079113924050633,0.36425178108663775
