Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
MSN,7.2241205074306345,1.699463228368036,0.027677423250092363,2.6877724061814896,0.9876653505023674,0.44549266247379454,0.5268817204301075,2.6858389680877957
