Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
VCB,0.23891862038714093,0.2981900604632024,0.014495227276958287,0.4887930240778206,0.9988335895555126,0.45073375262054505,0.4998062766369624,0.48878485062262106
