Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
VCB,1.663117482208186,0.33915577130600577,0.0160901088939392,1.2896191229228056,0.9918769147408513,0.4575323313526739,0.5071677644323905,1.2879029642558926
