Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
MSN,9.53728689766935,1.1035777602146284,0.017587752213513757,3.088249811409263,0.9837119077606743,0.447396015379238,0.5295821266032271,3.0847769547087687
