Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
HPG,0.4183993534183931,0.154886919518552,0.018860732079252436,0.6468379653502051,0.9931090207027597,0.45193988116043343,0.5116739216462208,0.6461872703113528
