Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
FPT,1.496899506069021,0.2510834901202676,0.014697008180439465,1.2234784452817389,0.9931193099718097,0.46102761272282416,0.515234375,1.2217225002749175
