Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
VIC,3.1826078258651225,0.38202619257961706,0.015038328133588711,1.7839864982294913,0.989210168872281,0.41698706745893044,0.5031632222690847,1.782259617388381
