Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
VCB,0.24768043875710236,0.30279031978054294,0.014673792200105494,0.4976750332868853,0.9987908140010461,0.45422781271837875,0.5036807438977141,0.497610955091855
