Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
MSN,5.416530537065062,1.3770202090886725,0.021542484718488006,2.327344095114657,0.9907516761937732,0.43466107617051014,0.5140612076095947,2.3237198185626515
