Ticker,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
VIC,0.3638893831409711,0.3344046178409223,0.01341138447583927,0.6032324453649448,0.9987665127766391,0.42033542976939203,0.5075949367088608,0.6031682461034357
