,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
0,83.09815319780401,6.547891108753502,0.038988466048405994,9.115818844064641,0.9758811113120944,0.030864197530864196,0.028465346534653466,8.82253224396488
