,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
0,82.63617154423892,6.528592584858123,0.03822599308106878,9.090443968489048,0.9615855357565073,0.0345679012345679,0.030978934324659233,9.079591889737728
