,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
0,253.82914649717367,12.567716671557076,0.0329894194009296,15.932016397718579,0.9593970279924988,0.03209876543209877,0.03209876543209877,15.873655197720435
