,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
0,1199.164287037979,24.777496187614773,0.04828980373353058,34.628951572896035,0.947888581284801,0.03333333333333333,0.030523255813953487,34.11232871482169
