,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
0,78.60615726883087,6.453250076038144,0.07189401611062456,8.866011350592265,0.9754855494965265,0.027160493827160494,0.02595797280593325,8.740127627775147
