,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
0,1284.31762743236,24.60179022696499,0.09204702529695874,35.837377518902805,0.850479795513881,0.029262086513994912,0.029262086513994912,35.77584181567762
