,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
0,82.6177076956161,6.553382500327882,0.03881739028913727,9.089428348120475,0.9759943978478296,0.028395061728395062,0.028395061728395062,8.792668210546863
