,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
0,199.61345960053362,9.338348858312813,0.05379174143621758,14.12846274725363,0.978737973793318,0.028395061728395062,0.027194066749072928,14.00764679039627
