,MSE,MAE,MAPE,RMSE,R2,DA,TPA,V-RMSE
0,81.94410651557122,6.8122216009830785,0.03386335074395068,9.052298410656336,0.9403895816627379,0.027160493827160494,0.024752475247524754,8.96518139627783
