Date,dxy,fed_rate,gold,oil,sp500
2010-01-01,,0.11,,,
2010-01-04,77.52999877929688,0.11,1117.699951171875,81.51000213623047,1132.989990234375
2010-01-05,77.62000274658203,0.11,1118.0999755859375,81.7699966430664,1136.52001953125
2010-01-06,77.48999786376953,0.11,1135.9000244140625,83.18000030517578,1137.1400146484375
2010-01-07,77.91000366210938,0.11,1133.0999755859375,82.66000366210938,1141.68994140625
